,label,feature1,feature2
6693,1.0,0.17061133,-0.6801875
6697,1.0,0.12242383,-0.682625
6698,1.0,0.14089453,-0.61575
6702,1.0,0.22610742,-1.3413125
6703,1.0,0.17572852,-0.45175
6704,-1.0,0.30619336,-5.593375
6706,-1.0,0.2345,-5.0680625
6709,-1.0,0.18423828,-4.0299375
6711,-1.0,0.37297266,-4.1598125
6716,-1.0,0.36199023,-5.0789375
6720,-1.0,0.37275586,-7.081375
6721,-1.0,0.35354297,-7.0851875
6723,1.0,0.18260742,-0.348375
6724,1.0,0.13801367,-0.5496875
6725,-1.0,0.35895703,-6.632125
6733,1.0,0.11638867,-0.3818125
6736,1.0,0.1700625,-0.4009375
6737,1.0,0.27775586,-1.43175
6743,1.0,0.11418945,-0.9640625
6745,-1.0,0.41917187,-5.483375
6756,1.0,0.15311328,-1.0805
6759,-1.0,0.068048828,-0.315
6763,1.0,0.15641602,-0.9435
6764,-1.0,0.31582422,-4.7633125
6765,-1.0,0.19463281,-4.043
6786,1.0,0.15857227,-0.69325
6794,1.0,0.093871094,-0.28325
6795,1.0,0.089751953,-0.562625
6804,1.0,0.11033203,-0.3363125
6809,1.0,0.16300977,-0.52175
6812,1.0,0.16986914,-0.6136875
6817,1.0,0.19591602,-0.486625
6822,1.0,0.12719922,-1.6950625
6829,1.0,0.093728516,-0.86875
6833,1.0,0.11539648,-0.379
6834,1.0,0.11825195,-0.527125
6835,-1.0,0.41373437,-5.745875
6836,-1.0,0.39512695,-4.9090625
6840,-1.0,0.41708984,-7.1114375
6844,-1.0,0.35916016,-4.7018125
6845,-1.0,0.32087109,-5.274625
6851,1.0,0.18249219,-0.9104375
6853,1.0,0.17750586,-0.623
6856,1.0,0.12673438,-0.627125
6858,1.0,0.108125,-0.338375
6861,1.0,0.15634961,-0.458625
6863,1.0,0.15819336,-0.981875
6864,1.0,0.19116602,-1.706625
6866,1.0,0.1468125,-0.956875
6869,1.0,0.20376953,-0.6386875
6872,-1.0,0.36837695,-6.2575
6875,1.0,0.13191211,-0.392625
6876,-1.0,0.36276172,-4.9273125
6894,1.0,0.15412891,-0.297
6897,1.0,0.10912695,-1.035375
6898,1.0,0.10581641,-0.5499375
6900,-1.0,0.40685938,-5.1049375
6902,1.0,0.21485938,-0.885625
6905,-1.0,0.28948047,-5.2085
6909,1.0,0.1252207,-0.51525
6910,-1.0,0.35732227,-6.6468125
6912,-1.0,0.3703457,-6.1079375
6914,1.0,0.18694922,-1.42925
6915,-1.0,0.25339062,-4.637125
6928,1.0,0.20436328,-0.445625
6931,1.0,0.105125,-0.7613125
6936,-1.0,0.19591602,-3.3183125
6944,1.0,0.13683008,-0.8329375
6950,1.0,0.12449023,-0.4356875
6954,1.0,0.10494922,-0.7160625
6955,1.0,0.10514258,-0.224
6962,1.0,0.35157227,-1.6589375
6966,1.0,0.14219141,-0.4508125
6967,1.0,0.1447207,-0.6491875
6971,1.0,0.17333594,-1.2938125
6976,1.0,0.12987891,-0.588625
6983,1.0,0.12447852,-0.4695
6993,-1.0,0.32278711,-6.0531875
6996,-1.0,0.26810547,-6.101125
6998,1.0,0.16695313,-0.54225
7005,1.0,0.10458203,-0.34025
7017,-1.0,0.36524414,-5.6711875
7022,-1.0,0.21464844,-5.0144375
7027,1.0,0.13350781,-0.791375
7032,1.0,0.13016992,-0.2438125
7035,1.0,0.12068359,-0.45025
7050,1.0,0.11573047,-0.8244375
7051,1.0,0.10584961,-0.2670625
7053,1.0,0.13685547,-1.0016875
7055,-1.0,0.28458594,-6.0638125
7068,-1.0,0.25924219,-5.2435
7075,-1.0,0.26591016,-3.618625
7077,1.0,0.17308008,-1.1093125
7088,-1.0,0.23612109,-4.8973125
7089,-1.0,0.24375781,-4.0209375
7098,-1.0,0.32016211,-4.0165625
7106,1.0,0.1390332,-0.3398125
7118,1.0,0.14047461,-0.329875
7126,1.0,0.1491582,-0.2735625
7128,1.0,0.11901953,-0.52775
7134,-1.0,0.35369141,-4.686375
7136,1.0,0.15455078,-0.7871875
7139,-1.0,0.27696484,-4.2766875
7141,-1.0,0.27724023,-3.912125
7145,-1.0,0.2792832,-4.56025
7147,1.0,0.13374023,-0.63775
7150,1.0,0.2023457,-0.782375
7152,1.0,0.16867578,-0.6668125
7155,1.0,0.13520312,-0.518125
7158,-1.0,0.2860332,-5.7048125
7160,1.0,0.14095898,-0.400125
7163,-1.0,0.48453711,-3.700375
7167,-1.0,0.31548633,-4.1495
7169,1.0,0.15826172,-0.267
7170,1.0,0.1653418,-0.5401875
7181,1.0,0.10489844,-0.33525
7183,-1.0,0.26807227,-5.3609375
7184,-1.0,0.22942383,-3.4251875
7188,1.0,0.10010156,-0.3700625
7193,-1.0,0.20572656,-4.2385
7196,-1.0,0.24443555,-3.5398125
7210,1.0,0.14058203,-0.764375
7211,1.0,0.098832031,-0.55675
7214,1.0,0.26740625,-0.86625
7219,1.0,0.12051562,-0.2690625
7224,1.0,0.15219141,-0.6
7229,1.0,0.22366797,-1.3763125
7234,1.0,0.18711914,-2.3135
7235,-1.0,0.29265039,-4.442625
7239,1.0,0.16342383,-1.017125
7240,-1.0,0.25596094,-4.934375
7245,-1.0,0.27296094,-5.079125
7260,-1.0,0.19947461,-4.2119375
7265,-1.0,0.36796094,-5.66
7268,-1.0,0.35529297,-4.68275
7270,-1.0,0.23288086,-4.4238125
7283,1.0,0.19510352,-1.2179375
7284,1.0,0.1688457,-0.58225
7289,1.0,0.2762207,-0.91625
